file,n_clusters,vector_size,window,epochs,NMI,running_time,training_time,iteration
P50.O30_tx,2,50,5,5,0.5435904866747938,0.101902,47.29001355171204,1
P50.O30_tx,2,50,5,5,0.5435904866747938,0.10681,47.29001355171204,2
P50.O30_tx,2,50,5,5,0.5436231262569264,0.121905,47.29001355171204,3
P50.O30_tx,2,50,5,5,0.4961709624120635,0.122325,47.29001355171204,4
P50.O30_tx,2,50,5,5,0.5435904866747938,0.118617,47.29001355171204,5
P50.O30_tx,2,50,5,5,0.5435904866747938,0.125017,47.29001355171204,6
P50.O30_tx,2,50,5,5,0.5436231262569262,0.11896,47.29001355171204,7
P50.O30_tx,2,50,5,5,0.5435904866747938,0.120032,47.29001355171204,8
P50.O30_tx,2,50,5,5,0.5435904866747938,0.11181,47.29001355171204,9
P50.O30_tx,2,50,5,5,0.5436231262569262,0.123455,47.29001355171204,10
P50.O30_tx,2,50,5,5,0.5435904866747938,0.101902,47.29001355171204,median
P50.O30_tx,4,50,5,5,0.8165480377597527,0.152228,47.29001355171204,1
P50.O30_tx,4,50,5,5,0.8165480377597526,0.183344,47.29001355171204,2
P50.O30_tx,4,50,5,5,0.8166081648095559,0.174893,47.29001355171204,3
P50.O30_tx,4,50,5,5,0.8164280097045497,0.179592,47.29001355171204,4
P50.O30_tx,4,50,5,5,0.7959800448980121,0.181554,47.29001355171204,5
P50.O30_tx,4,50,5,5,0.8165630624431564,0.248786,47.29001355171204,6
P50.O30_tx,4,50,5,5,0.8166081648095559,0.196725,47.29001355171204,7
P50.O30_tx,4,50,5,5,0.8164280097045498,0.156084,47.29001355171204,8
P50.O30_tx,4,50,5,5,0.8136167487153644,0.157575,47.29001355171204,9
P50.O30_tx,4,50,5,5,0.8164579885299986,0.155197,47.29001355171204,10
P50.O30_tx,4,50,5,5,0.8165480377597526,0.183344,47.29001355171204,median
P50.O30_tx,6,50,5,5,0.980092541305867,0.193194,47.29001355171204,1
P50.O30_tx,6,50,5,5,0.980092541305867,0.179512,47.29001355171204,2
